Column1;data_source;identifiant;family;genus;taxaname;plot_name;locality_occ;plot_type;month;year;phenology;dbh;height;wood_density;volumetric_shrinkage;fiber_saturation_point;leaf_area;leaf_sla;leaf_ldmc;leaf_thickness;bark_thickness;longitude;latitude;rq
;occ_gps;TF0187;Apocynaceae;Alstonia;Alstonia lenormandii;;Col de Prony;;3;2024;Fleurs;8,6;;;;;15,5;5,5;369,6;;;166,768974;-22,311492;
;occ_gps;TF0188;Apocynaceae;Alstonia;Alstonia lenormandii;;Col de Prony;;3;2024;Fleurs;11,5;;;;;19,3;4,7;391,6;;;166,768883;-22,311479;
;occ_gps;TF0189;Apocynaceae;Alstonia;Alstonia lenormandii;;Col de Prony;;3;2024;Fleurs;10,2;;;;;18,4;5;376,3;;;166,76886;-22,311483;
2935;nc_pippn;NC051417;Apocynaceae;Alstonia;Alstonia sphaerocapitata;Tiwae;;plot_100x100;10;2013;;20,4;10,6;0,67;;;;;;;;165,133563;-20,814836;
2983;nc_pippn;NC051727;Apocynaceae;Alstonia;Alstonia sphaerocapitata;Tiwae;;plot_100x100;10;2013;Boutons;15,6;11;0,81;;;;;;;;165,133563;-20,814836;
3009;nc_pippn;NC051854;Apocynaceae;Alstonia;Alstonia sphaerocapitata;Tiwae;;plot_100x100;10;2013;;14,6;13,6;0,79;;;;;;;;165,133563;-20,814836;
3026;nc_pippn;NC051959;Apocynaceae;Alstonia;Alstonia sphaerocapitata;Tiwae;;plot_100x100;10;2013;;17,8;13;0,74;;;;;;;;165,133563;-20,814836;
3054;nc_pippn;NC052056;Apocynaceae;Alstonia;Alstonia sphaerocapitata;Tiwae;;plot_100x100;10;2013;;14,6;;0,77;;;;;;;;165,133563;-20,814836;
;occ_gps;TF0144;Apocynaceae;Alstonia;Alstonia vieillardii;;Bois du Sud;;10;2023;;8,1;;;;;64,3;5,9;365,4;;;166,764845;-22,173918;
115;nc_pippn;NC061828;Amborellaceae;Amborella;Amborella trichopoda;Aoupinié;;plot_100x100;3;2015;;10,2;;0,55;;;;;;;;165,277313;-21,177801;
175;nc_pippn;NC062307;Amborellaceae;Amborella;Amborella trichopoda;Aoupinié;;plot_100x100;3;2015;;10,8;3,7;0,54;;;;;;;;165,277313;-21,177801;
180;nc_pippn;NC062349;Amborellaceae;Amborella;Amborella trichopoda;Aoupinié;;plot_100x100;3;2015;;42,5;3,6;0,5;;;;;;;;165,277313;-21,177801;
191;nc_pippn;NC062412;Amborellaceae;Amborella;Amborella trichopoda;Aoupinié;;plot_100x100;3;2015;;12,4;4;0,49;;;;;;;;165,277313;-21,177801;
2847;nc_pippn;NC051022;Meliaceae;Anthocarapa;Anthocarapa nitidula;Tiwae;;plot_100x100;10;2013;;28;12;0,74;;;;;;;;165,133563;-20,814836;
2853;nc_pippn;NC051054;Meliaceae;Anthocarapa;Anthocarapa nitidula;Tiwae;;plot_100x100;10;2013;;10,5;;0,79;;;;;;;;165,133563;-20,814836;
2918;nc_pippn;NC051352;Meliaceae;Anthocarapa;Anthocarapa nitidula;Tiwae;;plot_100x100;10;2013;;29,6;12,5;0,75;;;;;;;;165,133563;-20,814836;
3020;nc_pippn;NC051933;Meliaceae;Anthocarapa;Anthocarapa nitidula;Tiwae;;plot_100x100;10;2013;;11,1;;0,82;;;;;;;;165,133563;-20,814836;
3097;nc_pippn;NC052319;Meliaceae;Anthocarapa;Anthocarapa nitidula;Tiwae;;plot_100x100;10;2013;;34,4;;0,77;;;;;;;;165,133563;-20,814836;
546;nc_pippn;NC053456;Meliaceae;Anthocarapa;Anthocarapa nitidula;Bouirou;;plot_100x100;1;2014;Fleurs;39,5;;0,71;;;;;;;;165,545395;-21,416931;
613;nc_pippn;NC053868;Meliaceae;Anthocarapa;Anthocarapa nitidula;Bouirou;;plot_100x100;1;2014;;39,6;21,4;0,71;;;;;;;;165,545395;-21,416931;
679;nc_pippn;NC054290;Meliaceae;Anthocarapa;Anthocarapa nitidula;Bouirou;;plot_100x100;1;2014;;66,8;23,9;0,7;;;;;;;;165,545395;-21,416931;
709;nc_pippn;NC054481;Meliaceae;Anthocarapa;Anthocarapa nitidula;Bouirou;;plot_100x100;1;2014;;36,3;;0,76;;;;;;;;165,545395;-21,416931;
726;nc_pippn;NC054586;Meliaceae;Anthocarapa;Anthocarapa nitidula;Bouirou;;plot_100x100;1;2014;;48,4;16,4;0,72;;;;;;;;165,545395;-21,416931;
231;nc_pippn;NC063097;Meliaceae;Anthocarapa;Anthocarapa nitidula;Arago;;plot_100x100;6;2015;;26;;0,68;;;;;;;;165,476563;-21,241476;
235;nc_pippn;NC063108;Meliaceae;Anthocarapa;Anthocarapa nitidula;Arago;;plot_100x100;6;2015;;16,5;14,1;0,76;;;;;;;;165,476563;-21,241476;
288;nc_pippn;NC063463;Meliaceae;Anthocarapa;Anthocarapa nitidula;Arago;;plot_100x100;6;2015;;24,2;;0,75;;;;;;;;165,476563;-21,241476;
295;nc_pippn;NC063556;Meliaceae;Anthocarapa;Anthocarapa nitidula;Arago;;plot_100x100;6;2015;;42,5;;0,72;;;;;;;;165,476563;-21,241476;
;cirad_wdd;;Meliaceae;Anthocarapa;Anthocarapa nitidula;;;;;;;;;0,79;0,61;27;;;;;;;;
;cirad_wdd;;Meliaceae;Anthocarapa;Anthocarapa nitidula;;;;;;;;;0,73;0,51;31;;;;;;;;
;cirad_wdd;;Meliaceae;Anthocarapa;Anthocarapa nitidula;;;;;;;;;0,74;0,53;31;;;;;;;;
;cirad_wdd;;Meliaceae;Anthocarapa;Anthocarapa nitidula;;;;;;;;;0,7;0,52;30;;;;;;;;
;nc_pippn;ADM4154;Phyllanthaceae;Antidesma;Antidesma messianianum;PMBT04;;circle_R11,28;5;2022;;36,1;;0,72;;;16;10,7;417,5;;;164,965515;-21,172663;projet admire pmbt
2590;nc_pippn;NC070630;Apiaceae;Apiopetalum;Apiopetalum glabratum;Paeoua;;plot_100x100;10;2017;;10,2;;0,63;;;;;;;;165,095973;-21,167766;
2591;nc_pippn;NC070654;Apiaceae;Apiopetalum;Apiopetalum glabratum;Paeoua;;plot_100x100;10;2017;;16,2;4,7;0,68;;;;;;;;165,095973;-21,167766;
2602;nc_pippn;NC071076;Apiaceae;Apiopetalum;Apiopetalum glabratum;Paeoua;;plot_100x100;10;2017;;15;;0,64;;;;;;;;165,095973;-21,167766;
;nc_pippn;NC071076;Apiaceae;Apiopetalum;Apiopetalum glabratum;Paeoua;;plot_100x100;9;2023;;;;;;;275,4;7,8;157,4;;;165,095973;-21,167766;
2619;nc_pippn;NC071329;Apiaceae;Apiopetalum;Apiopetalum glabratum;Paeoua;;plot_100x100;10;2017;;11,5;;0,64;;;;;;;;165,095973;-21,167766;
2637;nc_pippn;NC071559;Apiaceae;Apiopetalum;Apiopetalum glabratum;Paeoua;;plot_100x100;10;2017;;11,5;5,2;0,65;;;;;;;;165,095973;-21,167766;
;nc_pippn;NC071699;Apiaceae;Apiopetalum;Apiopetalum glabratum;Paeoua;;plot_100x100;9;2023;;;;;;;133;7,1;192,4;;;165,095973;-21,167766;
;nc_pippn;NC071842;Apiaceae;Apiopetalum;Apiopetalum glabratum;Paeoua;;plot_100x100;9;2023;;;;;;;158,5;5,6;202,9;;;165,095973;-21,167766;
;nc_pippn;PA0054;Apiaceae;Apiopetalum;Apiopetalum glabratum;PAOU5-020;Paeoua;circle_R11,28;9;2023;;;;;;;231,5;6,4;182,6;;;165,098923;-21,162961;
;nc_pippn;PA0234;Apiaceae;Apiopetalum;Apiopetalum glabratum;PAOU6-010;Paeoua;circle_R11,28;9;2023;;;;;;;82;5,2;199,6;;;165,096293;-21,160802;
339;nc_pippn;NC048009;Metteniusaceae;Apodytes;Apodytes clusiifolia;Ateou;;plot_100x100;9;2013;;23,9;;0,68;;;;;;;;164,920329;-20,950637;
342;nc_pippn;NC048013;Metteniusaceae;Apodytes;Apodytes clusiifolia;Ateou;;plot_100x100;9;2013;;58,9;24,3;0,69;;;;;;;;164,920329;-20,950637;
356;nc_pippn;NC048052;Metteniusaceae;Apodytes;Apodytes clusiifolia;Ateou;;plot_100x100;9;2013;;23,2;;0,65;;;;;;;;164,920329;-20,950637;
358;nc_pippn;NC048057;Metteniusaceae;Apodytes;Apodytes clusiifolia;Ateou;;plot_100x100;9;2013;;17,8;;0,7;;;;;;;;164,920329;-20,950637;
359;nc_pippn;NC048058;Metteniusaceae;Apodytes;Apodytes clusiifolia;Ateou;;plot_100x100;9;2013;;36;;0,63;;;;;;;;164,920329;-20,950637;
389;nc_pippn;NC048165;Metteniusaceae;Apodytes;Apodytes clusiifolia;Ateou;;plot_100x100;9;2013;;68,8;27,6;0,66;;;;;;;;164,920329;-20,950637;
398;nc_pippn;NC048182;Metteniusaceae;Apodytes;Apodytes clusiifolia;Ateou;;plot_100x100;9;2013;;51,9;;0,69;;;;;;;;164,920329;-20,950637;
444;nc_pippn;NC048366;Metteniusaceae;Apodytes;Apodytes clusiifolia;Ateou;;plot_100x100;9;2013;Fruits;41,7;;0,71;;;;;;;;164,920329;-20,950637;
450;nc_pippn;NC048406;Metteniusaceae;Apodytes;Apodytes clusiifolia;Ateou;;plot_100x100;9;2013;;19,1;;0,46;;;;;;;;164,920329;-20,950637;
451;nc_pippn;NC048418;Metteniusaceae;Apodytes;Apodytes clusiifolia;Ateou;;plot_100x100;9;2013;Fruits;52,2;;0,66;;;;;;;;164,920329;-20,950637;
481;nc_pippn;NC048652;Metteniusaceae;Apodytes;Apodytes clusiifolia;Ateou;;plot_100x100;9;2013;;59,2;;0,66;;;;;;;;164,920329;-20,950637;
543;nc_pippn;NC053447;Metteniusaceae;Apodytes;Apodytes clusiifolia;Bouirou;;plot_100x100;1;2014;;57,3;;0,72;;;;;;;;165,545395;-21,416931;
565;nc_pippn;NC053562;Metteniusaceae;Apodytes;Apodytes clusiifolia;Bouirou;;plot_100x100;1;2014;;60,2;30,2;0,61;;;;;;;;165,545395;-21,416931;
661;nc_pippn;NC054181;Metteniusaceae;Apodytes;Apodytes clusiifolia;Bouirou;;plot_100x100;1;2014;;60,8;31,3;0,67;;;;;;;;165,545395;-21,416931;
687;nc_pippn;NC054325;Metteniusaceae;Apodytes;Apodytes clusiifolia;Bouirou;;plot_100x100;1;2014;;64,1;24,6;0,7;;;;;;;;165,545395;-21,416931;
727;nc_pippn;NC054594;Metteniusaceae;Apodytes;Apodytes clusiifolia;Bouirou;;plot_100x100;1;2014;;59,2;;0,68;;;;;;;;165,545395;-21,416931;
16;nc_pippn;NC060946;Metteniusaceae;Apodytes;Apodytes clusiifolia;Aoupinié;;plot_100x100;3;2015;;23,9;;0,82;;;;;;;;165,277313;-21,177801;
60;nc_pippn;NC061258;Metteniusaceae;Apodytes;Apodytes clusiifolia;Aoupinié;;plot_100x100;3;2015;;20,7;;0,5;;;;;;;;165,277313;-21,177801;
61;nc_pippn;NC061259;Metteniusaceae;Apodytes;Apodytes clusiifolia;Aoupinié;;plot_100x100;3;2015;;11,1;;0,69;;;;;;;;165,277313;-21,177801;
143;nc_pippn;NC062065;Metteniusaceae;Apodytes;Apodytes clusiifolia;Aoupinié;;plot_100x100;3;2015;;11,1;;0,67;;;;;;;;165,277313;-21,177801;
144;nc_pippn;NC062067;Metteniusaceae;Apodytes;Apodytes clusiifolia;Aoupinié;;plot_100x100;3;2015;;17,5;;0,67;;;;;;;;165,277313;-21,177801;
;nc_pippn;PA0227;Metteniusaceae;Apodytes;Apodytes clusiifolia;PAOU6-010;Paeoua;circle_R11,28;9;2023;;;;;;;26,3;3,5;460,3;;;165,096293;-21,160802;
;occ_gps;TF0110;Metteniusaceae;Apodytes;Apodytes clusiifolia;;Koghis;;8;2023;;15,9;;;;;25,9;3,2;521,8;;;166,508446;-22,174402;
;occ_gps;TF0149;Metteniusaceae;Apodytes;Apodytes clusiifolia;;Bois du Sud;;10;2023;;6,7;;;;;53,3;3,7;490,5;;;166,764139;-22,173402;
;cirad_wdd;;Metteniusaceae;Apodytes;Apodytes clusiifolia;;;;;;;;;0,67;0,58;33;;;;;;;;
;cirad_wdd;;Metteniusaceae;Apodytes;Apodytes clusiifolia;;;;;;;;;0,6;0,5;29;;;;;;;;
;cirad_wdd;;Metteniusaceae;Apodytes;Apodytes clusiifolia;;;;;;;;;0,6;0,52;32;;;;;;;;
;cirad_wdd;;Metteniusaceae;Apodytes;Apodytes clusiifolia;;;;;;;;;0,62;0,53;32;;;;;;;;
;cirad_wdd;;Araucariaceae;Araucaria;Araucaria columnaris;;;;;;;;;0,43;0,39;27;;;;;;;;
;cirad_wdd;;Araucariaceae;Araucaria;Araucaria columnaris;;;;;;;;;0,4;0,37;27;;;;;;;;
;cirad_wdd;;Araucariaceae;Araucaria;Araucaria luxurians;;;;;;;;;0,4;0,42;30;;;;;;;;
;cirad_wdd;;Araucariaceae;Araucaria;Araucaria luxurians;;;;;;;;;0,39;0,39;29;;;;;;;;
2598;nc_pippn;NC070896;Araucariaceae;Araucaria;Araucaria montana;Paeoua;;plot_100x100;10;2017;;38,2;;0,6;;;;;;;;165,095973;-21,167766;
2617;nc_pippn;NC071319;Araucariaceae;Araucaria;Araucaria montana;Paeoua;;plot_100x100;10;2017;;22;;0,63;;;;;;;;165,095973;-21,167766;
;nc_pippn;NC071319;Araucariaceae;Araucaria;Araucaria montana;Paeoua;;plot_100x100;9;2023;;;;;;;0,6;2,7;502,4;;;165,095973;-21,167766;
2634;nc_pippn;NC071515;Araucariaceae;Araucaria;Araucaria montana;Paeoua;;plot_100x100;10;2017;;22;;0,62;;;;;;;;165,095973;-21,167766;
2636;nc_pippn;NC071521;Araucariaceae;Araucaria;Araucaria montana;Paeoua;;plot_100x100;10;2017;;19,4;;0,55;;;;;;;;165,095973;-21,167766;
;nc_pippn;NC071569;Araucariaceae;Araucaria;Araucaria montana;Paeoua;;plot_100x100;9;2023;;;;;;;0,4;2,8;466,7;;;165,095973;-21,167766;
2641;nc_pippn;NC071582;Araucariaceae;Araucaria;Araucaria montana;Paeoua;;plot_100x100;10;2017;;33,1;;0,5;;;;;;;;165,095973;-21,167766;
;nc_pippn;NC071582;Araucariaceae;Araucaria;Araucaria montana;Paeoua;;plot_100x100;9;2023;;;;;;;0,5;2,8;487,4;;;165,095973;-21,167766;
;nc_pippn;NC071674;Araucariaceae;Araucaria;Araucaria montana;Paeoua;;plot_100x100;9;2023;;;;;;;0,4;2,6;470,2;;;165,095973;-21,167766;
;nc_pippn;NC071717;Araucariaceae;Araucaria;Araucaria montana;Paeoua;;plot_100x100;9;2023;;;;;;;0,6;2,6;477,5;;;165,095973;-21,167766;
;occ_gps;TF0113;Araucariaceae;Araucaria;Araucaria rulei;;Kopeto;;9;2023;;;;0,66;;;2,2;2,7;472,9;;;165,040015;-21,170289;
;occ_gps;TF0114;Araucariaceae;Araucaria;Araucaria rulei;;Kopeto;;9;2023;;;;0,61;;;1,6;2,1;484,7;;;165,040015;-21,170289;
;cirad_wdd;;Araucariaceae;Araucaria;Araucaria subulata;;;;;;;;;0,46;0,4;29;;;;;;;;
;cirad_wdd;;Araucariaceae;Araucaria;Araucaria subulata;;;;;;;;;0,44;0,41;27;;;;;;;;
;cirad_wdd;;Araucariaceae;Araucaria;Araucaria subulata;;;;;;;;;0,51;0,42;31;;;;;;;;
1141;nc_pippn;FBA00711;Fabaceae;Archidendropsis;Archidendropsis fournieri;FBA_009_KP;;circle_R11,28;3;2018;;13,4;9,2;0,96;;;15;20,1;336,8;;4;164,960825;-21,17462;
1317;nc_pippn;FBA03014;Fabaceae;Archidendropsis;Archidendropsis fournieri;FBA_033_KP;;circle_R11,28;4;2018;;19,9;;0,93;;;15,2;15,5;364,2;;9,5;164,966209;-21,171516;
268;nc_pippn;NC063352;Fabaceae;Archidendropsis;Archidendropsis fulgens;Arago;;plot_100x100;6;2015;;11,8;;0,63;;;;;;;;165,476563;-21,241476;
292;nc_pippn;NC063525;Fabaceae;Archidendropsis;Archidendropsis fulgens;Arago;;plot_100x100;6;2015;;10,2;;0,63;;;;;;;;165,476563;-21,241476;
301;nc_pippn;NC063650;Fabaceae;Archidendropsis;Archidendropsis fulgens;Arago;;plot_100x100;6;2015;;12,3;;0,69;;;;;;;;165,476563;-21,241476;
302;nc_pippn;NC063656;Fabaceae;Archidendropsis;Archidendropsis fulgens;Arago;;plot_100x100;6;2015;;11,6;;0,6;;;;;;;;165,476563;-21,241476;
304;nc_pippn;NC063783;Fabaceae;Archidendropsis;Archidendropsis fulgens;Arago;;plot_100x100;6;2015;;17,5;;0,64;;;;;;;;165,476563;-21,241476;
1285;nc_pippn;FBA01306;Fabaceae;Archidendropsis;Archidendropsis granulosa;FBA_028_KP;;circle_R11,28;3;2018;;34,7;;0,64;;;10,7;11,9;490;;12,5;164,926459;-20,981608;
1294;nc_pippn;FBA01345;Fabaceae;Archidendropsis;Archidendropsis granulosa;FBA_029_KP;;circle_R11,28;3;2018;;35,3;;0,54;;;14,3;20;364;;13;164,92438;-20,983092;
1315;nc_pippn;FBA03009;Fabaceae;Archidendropsis;Archidendropsis granulosa;FBA_033_KP;;circle_R11,28;4;2018;;21,6;;0,58;;;;;;;5;164,966209;-21,171516;
1316;nc_pippn;FBA03010;Fabaceae;Archidendropsis;Archidendropsis granulosa;FBA_033_KP;;circle_R11,28;4;2018;;19,3;;0,56;;;8,2;13,8;458,4;;4;164,966209;-21,171516;
1701;nc_pippn;NC060410;Fabaceae;Archidendropsis;Archidendropsis granulosa;Gohapin;;plot_100x100;3;2015;;13,7;12,4;0,4;;;;;;;;165,240768;-21,257128;
1703;nc_pippn;NC060455;Fabaceae;Archidendropsis;Archidendropsis granulosa;Gohapin;;plot_100x100;3;2015;;10,4;;0,53;;;;;;;;165,240768;-21,257128;
1732;nc_pippn;NC060705;Fabaceae;Archidendropsis;Archidendropsis granulosa;Gohapin;;plot_100x100;3;2015;;14,6;;0,58;;;;;;;;165,240768;-21,257128;
1829;nc_pippn;NC068007;Fabaceae;Archidendropsis;Archidendropsis granulosa;Grand Lac;;plot_100x100;5;2016;;69,4;;0,62;;;;;;;;166,903919;-22,274947;
1960;nc_pippn;NC068460;Fabaceae;Archidendropsis;Archidendropsis granulosa;Grand Lac;;plot_100x100;5;2016;;46,8;;0,62;;;;;;;;166,903919;-22,274947;
2016;nc_pippn;NC068650;Fabaceae;Archidendropsis;Archidendropsis granulosa;Grand Lac;;plot_100x100;5;2016;;58,9;15,5;0,59;;;;;;;;166,903919;-22,274947;
2071;nc_pippn;NC069111;Fabaceae;Archidendropsis;Archidendropsis granulosa;Grand Lac;;plot_100x100;5;2016;;11,8;;0,65;;;;;;;;166,903919;-22,274947;
2080;nc_pippn;NC069242;Fabaceae;Archidendropsis;Archidendropsis granulosa;Grand Lac;;plot_100x100;5;2016;;27,4;;0,59;;;;;;;;166,903919;-22,274947;
;cirad_wdd;;Fabaceae;Archidendropsis;Archidendropsis granulosa;;;;;;;;;0,59;0,38;32;;;;;;;;
;cirad_wdd;;Fabaceae;Archidendropsis;Archidendropsis granulosa;;;;;;;;;0,48;0,37;35;;;;;;;;
;cirad_wdd;;Fabaceae;Archidendropsis;Archidendropsis granulosa;;;;;;;;;0,52;0,32;32;;;;;;;;
;cirad_wdd;;Fabaceae;Archidendropsis;Archidendropsis granulosa;;;;;;;;;0,51;0,4;26;;;;;;;;
;cirad_wdd;;Fabaceae;Archidendropsis;Archidendropsis granulosa;;;;;;;;;0,42;0,37;27;;;;;;;;
;cirad_wdd;;Fabaceae;Archidendropsis;Archidendropsis granulosa;;;;;;;;;0,7;0,25;NA;;;;;;;;
1361;nc_pippn;FBA03437;Fabaceae;Archidendropsis;Archidendropsis paivana;FBA_048_KP;;circle_R11,28;4;2018;;11,1;;0,73;;;41,8;7,7;456,3;;5;164,939496;-21,135047;
1363;nc_pippn;FBA03445;Fabaceae;Archidendropsis;Archidendropsis paivana;FBA_048_KP;;circle_R11,28;4;2018;;32,1;;0,83;;;60,6;7,6;473,3;;14,5;164,939496;-21,135047;
1760;nc_pippn;NC034038;Fabaceae;Archidendropsis;Archidendropsis streptocarpa;Gohapin Transect T2;;transect_20x120;4;2018;;15,6;;0,56;;;26,7;11,8;369,3;;8;165,254647;-21,187136;
1761;nc_pippn;NC034038;Fabaceae;Archidendropsis;Archidendropsis streptocarpa;Gohapin Transect T2;;transect_20x120;5;2011;;14,3;;0,56;;;26,7;11,8;369,3;;8;165,254647;-21,187136;
585;nc_pippn;NC053704;Fabaceae;Archidendropsis;Archidendropsis streptocarpa;Bouirou;;plot_100x100;1;2014;;50,9;31;0,56;;;;;;;;165,545395;-21,416931;
640;nc_pippn;NC054040;Fabaceae;Archidendropsis;Archidendropsis streptocarpa;Bouirou;;plot_100x100;1;2014;;45,5;26,7;0,56;;;;;;;;165,545395;-21,416931;
658;nc_pippn;NC054159;Fabaceae;Archidendropsis;Archidendropsis streptocarpa;Bouirou;;plot_100x100;1;2014;;44,9;;0,64;;;;;;;;165,545395;-21,416931;
719;nc_pippn;NC054550;Fabaceae;Archidendropsis;Archidendropsis streptocarpa;Bouirou;;plot_100x100;1;2014;;40,1;;0,5;;;;;;;;165,545395;-21,416931;
720;nc_pippn;NC054550;Fabaceae;Archidendropsis;Archidendropsis streptocarpa;Bouirou;;plot_100x100;6;2014;;40,1;;0,5;;;;;;;;165,545395;-21,416931;
;occ_gps;TF0004;Myrtaceae;Arillastrum;Arillastrum gummiferum;;Dalmates;;6;2023;;31,8;;0,77;;;45,8;5;479,9;;;166,680683;-22,207031;
;occ_gps;TF0013;Myrtaceae;Arillastrum;Arillastrum gummiferum;;Entre le pont des japonais et bois du sud;;6;2023;;31,9;;0,84;;;32,8;4,6;477,3;;;166,736422;-22,177732;
;occ_gps;TF0014;Myrtaceae;Arillastrum;Arillastrum gummiferum;;Entre le pont des japonais et bois du sud;;6;2023;;35;;0,8;;;49;5,3;500,3;;;166,736878;-22,177803;
;occ_gps;TF0024;Myrtaceae;Arillastrum;Arillastrum gummiferum;;Dalmates;;6;2023;;28,6;;0,86;;;73,1;5,6;447,4;;;166,679717;-22,207046;
;occ_gps;TF0033;Myrtaceae;Arillastrum;Arillastrum gummiferum;;Demazures;;6;2023;;59,6;;0,77;;;38,1;5,2;487,1;;;166,627648;-22,206145;
;cirad_wdd;;Myrtaceae;Arillastrum;Arillastrum gummiferum;;;;;;;;;0,81;0,5;30;;;;;;;;
;cirad_wdd;;Myrtaceae;Arillastrum;Arillastrum gummiferum;;;;;;;;;0,8;0,51;27;;;;;;;;
;cirad_wdd;;Myrtaceae;Arillastrum;Arillastrum gummiferum;;;;;;;;;0,82;0,65;25;;;;;;;;
;nc_pippn;ADM2455;Fabaceae;Arthroclianthus;Arthroclianthus {vandrot_621};PMBT001;;circle_R11,28;5;2022;;6;;;;;11,6;10,7;390,1;;;164,963608;-21,17313;projet admire pmbt
;nc_pippn;ADM2478;Fabaceae;Arthroclianthus;Arthroclianthus {vandrot_621};PMBT001;;circle_R11,28;5;2022;;3,8;;;;;15;12,9;455,9;;;164,963608;-21,17313;projet admire pmbt
1263;nc_pippn;FBA01243;Fabaceae;Arthroclianthus;Arthroclianthus microbotrys;FBA_026_KP;;circle_R11,28;3;2018;;12,1;;0,89;;;11,2;14,8;439,8;;2,5;164,909174;-21,028206;
1265;nc_pippn;FBA01252;Fabaceae;Arthroclianthus;Arthroclianthus microbotrys;FBA_026_KP;;circle_R11,28;3;2018;;10,2;;0,84;;;14,6;23,9;362,1;;3,5;164,909174;-21,028206;
1421;nc_pippn;FBA04883;Fabaceae;Arthroclianthus;Arthroclianthus microbotrys;FBA_088_KP;;circle_R11,28;4;2018;;18,5;;0,8;;;7,7;14,2;548,8;;;165,003689;-21,098478;
1278;nc_pippn;FBA01285;Moraceae;Artocarpus;Artocarpus heterophyllus;FBA_027_KP;;circle_R11,28;3;2018;;10,2;;0,44;;;;;;;1;164,92463;-20,98198;
1279;nc_pippn;FBA01286;Moraceae;Artocarpus;Artocarpus heterophyllus;FBA_027_KP;;circle_R11,28;3;2018;;13,7;;0,4;;;81,8;11,7;366,6;;1;164,92463;-20,98198;
1280;nc_pippn;FBA01287;Moraceae;Artocarpus;Artocarpus heterophyllus;FBA_027_KP;;circle_R11,28;3;2018;;20,7;;0,41;;;61,1;13,8;328,8;;1,5;164,92463;-20,98198;
375;nc_pippn;NC048115;Chloranthaceae;Ascarina;Ascarina solmsiana;Ateou;;plot_100x100;9;2013;;14,3;;0,56;;;;;;;;164,920329;-20,950637;
498;nc_pippn;NC048858;Chloranthaceae;Ascarina;Ascarina solmsiana;Ateou;;plot_100x100;9;2013;;15,3;13,8;0,55;;;;;;;;164,920329;-20,950637;
503;nc_pippn;NC048886;Chloranthaceae;Ascarina;Ascarina solmsiana;Ateou;;plot_100x100;9;2013;;13,1;11,7;0,57;;;;;;;;164,920329;-20,950637;
13;nc_pippn;NC060931;Chloranthaceae;Ascarina;Ascarina solmsiana;Aoupinié;;plot_100x100;3;2015;;11,8;;0,51;;;;;;;;165,277313;-21,177801;
41;nc_pippn;NC061096;Chloranthaceae;Ascarina;Ascarina solmsiana;Aoupinié;;plot_100x100;3;2015;;11,5;;0,49;;;;;;;;165,277313;-21,177801;
43;nc_pippn;NC061105;Chloranthaceae;Ascarina;Ascarina solmsiana;Aoupinié;;plot_100x100;3;2015;;13,1;;0,52;;;;;;;;165,277313;-21,177801;
113;nc_pippn;NC061817;Chloranthaceae;Ascarina;Ascarina solmsiana;Aoupinié;;plot_100x100;3;2015;;13,4;;0,56;;;;;;;;165,277313;-21,177801;
205;nc_pippn;NC062490;Chloranthaceae;Ascarina;Ascarina solmsiana;Aoupinié;;plot_100x100;3;2015;;10,8;;0,45;;;;;;;;165,277313;-21,177801;
1254;nc_pippn;FBA02544;Rubiaceae;Atractocarpus;Atractocarpus artensis;FBA_020_TC;;circle_R11,28;3;2018;;10,8;;0,72;;;53,9;15,4;336,1;;;165,324855;-21,01136;
76;nc_pippn;NC061432;Rubiaceae;Atractocarpus;Atractocarpus macphersonii;Aoupinié;;plot_100x100;3;2015;Fleurs;;;;;;;;;;;;;
100;nc_pippn;NC061731;Rubiaceae;Atractocarpus;Atractocarpus macphersonii;Aoupinié;;plot_100x100;3;2015;;11,1;3,7;0,79;;;;;;;;165,277313;-21,177801;
155;nc_pippn;NC062180;Rubiaceae;Atractocarpus;Atractocarpus macphersonii;Aoupinié;;plot_100x100;3;2015;;10,5;;0,81;;;;;;;;165,277313;-21,177801;
1352;nc_pippn;FBA03316;Rubiaceae;Atractocarpus;Atractocarpus platyxylon;FBA_044_KP;;circle_R11,28;4;2018;;14,6;;0,76;;;17,4;8;400,3;;13;164,913596;-21,165002;
788;nc_pippn;NC065339;Picrodendraceae;Austrobuxus;Austrobuxus alticola;Col d'Amoss;;plot_100x100;10;2016;;45;;0,64;;;;;;;;164,437874;-20,306023;
808;nc_pippn;NC065688;Picrodendraceae;Austrobuxus;Austrobuxus alticola;Col d'Amoss;;plot_100x100;10;2016;;20,2;;0,69;;;;;;;;164,437874;-20,306023;
823;nc_pippn;NC065973;Picrodendraceae;Austrobuxus;Austrobuxus alticola;Col d'Amoss;;plot_100x100;10;2016;Fruits;40,7;;0,7;;;;;;;;164,437874;-20,306023;
829;nc_pippn;NC066139;Picrodendraceae;Austrobuxus;Austrobuxus alticola;Col d'Amoss;;plot_100x100;10;2016;;25,5;;0,71;;;;;;;;164,437874;-20,306023;
832;nc_pippn;NC066189;Picrodendraceae;Austrobuxus;Austrobuxus alticola;Col d'Amoss;;plot_100x100;10;2016;;15,6;15;0,65;;;;;;;;164,437874;-20,306023;
2803;nc_pippn;NC073575;Picrodendraceae;Austrobuxus;Austrobuxus carunculatus;Tiebaghi;;plot_100x100;12;2018;;29,9;;0,66;;;;;;;;164,226003;-20,431312;
