Column1;data_source;identifiant;family;genus;taxaname;plot_name;locality_occ;plot_type;month;year;phenology;dbh;height;wood_density;volumetric_shrinkage;fiber_saturation_point;leaf_area;leaf_sla;leaf_ldmc;leaf_thickness;bark_thickness;longitude;latitude;rq
;nc_pippn;ADM1039;Moraceae;Ficus;Ficus prolixa;PMBT010;;circle_R11,28;5;2022;;235,5;;0,5;;;14,4;12,9;363,5;;;164,953979;-21,17061;projet admire pmbt
1401;nc_pippn;FBA03778;Moraceae;Ficus;Ficus prolixa;FBA_057_KP;;circle_R11,28;4;2018;;63,7;;0,43;;;41,3;19,5;317,3;;;164,928961;-21,15072;
2544;nc_pippn;NC045944;Moraceae;Ficus;Ficus racemigera;Laguen;;plot_100x100;2;2013;;12,4;7,8;0,5;;;;;;;;164,780212;-20,62504;
2562;nc_pippn;NC046142;Moraceae;Ficus;Ficus racemigera;Laguen;;plot_100x100;2;2013;;13,1;;0,58;;;;;;;;164,780212;-20,62504;
2566;nc_pippn;NC046219;Moraceae;Ficus;Ficus racemigera;Laguen;;plot_100x100;2;2013;;14,3;7,9;0,49;;;;;;;;164,780212;-20,62504;
2568;nc_pippn;NC046228;Moraceae;Ficus;Ficus racemigera;Laguen;;plot_100x100;2;2013;;17,8;13,1;0,44;;;;;;;;164,780212;-20,62504;
2583;nc_pippn;NC046447;Moraceae;Ficus;Ficus racemigera;Laguen;;plot_100x100;2;2013;;15,9;9,5;0,55;;;;;;;;164,780212;-20,62504;
1435;nc_pippn;NC047022;Moraceae;Ficus;Ficus racemigera;Forêt Plate P12;;plot_100x100;5;2013;Fruits;20,7;14,1;0,53;;;;;;;0,6;165,120361;-21,148142;
1445;nc_pippn;NC047039;Moraceae;Ficus;Ficus racemigera;Forêt Plate P12;;plot_100x100;5;2013;Fruits;14,3;;0,61;;;;;;;0,3;165,120361;-21,148142;
1448;nc_pippn;NC047045;Moraceae;Ficus;Ficus racemigera;Forêt Plate P12;;plot_100x100;5;2013;;10;;0,57;;;;;;;0,3;165,120361;-21,148142;
1512;nc_pippn;NC047193;Moraceae;Ficus;Ficus racemigera;Forêt Plate P12;;plot_100x100;5;2013;Fruits;24,2;11,3;0,51;;;;;;;0,7;165,120361;-21,148142;
1617;nc_pippn;NC047620;Moraceae;Ficus;Ficus racemigera;Forêt Plate P12;;plot_100x100;5;2013;;16,9;;0,54;;;;;;;1;165,120361;-21,148142;
348;nc_pippn;NC048028;Moraceae;Ficus;Ficus racemigera;Ateou;;plot_100x100;9;2013;Fruits;14,3;;0,56;;;;;;;;164,920329;-20,950637;
353;nc_pippn;NC048046;Moraceae;Ficus;Ficus racemigera;Ateou;;plot_100x100;9;2013;;24,8;11,6;0,73;;;;;;;;164,920329;-20,950637;
423;nc_pippn;NC048270;Moraceae;Ficus;Ficus racemigera;Ateou;;plot_100x100;9;2013;;12,1;;0,54;;;;;;;;164,920329;-20,950637;
433;nc_pippn;NC048316;Moraceae;Ficus;Ficus racemigera;Ateou;;plot_100x100;9;2013;;19,7;;0,61;;;;;;;;164,920329;-20,950637;
438;nc_pippn;NC048329;Moraceae;Ficus;Ficus racemigera;Ateou;;plot_100x100;9;2013;;16,2;;0,56;;;;;;;;164,920329;-20,950637;
499;nc_pippn;NC048861;Moraceae;Ficus;Ficus racemigera;Ateou;;plot_100x100;9;2013;;23,2;11,5;0,58;;;;;;;;164,920329;-20,950637;
2946;nc_pippn;NC051468;Moraceae;Ficus;Ficus racemigera;Tiwae;;plot_100x100;10;2013;;12,1;;0,44;;;;;;;;165,133563;-20,814836;
2972;nc_pippn;NC051675;Moraceae;Ficus;Ficus racemigera;Tiwae;;plot_100x100;10;2013;;18,5;7,6;0,5;;;;;;;;165,133563;-20,814836;
2976;nc_pippn;NC051698;Moraceae;Ficus;Ficus racemigera;Tiwae;;plot_100x100;10;2013;;12,7;;0,56;;;;;;;;165,133563;-20,814836;
2977;nc_pippn;NC051700;Moraceae;Ficus;Ficus racemigera;Tiwae;;plot_100x100;10;2013;;18,5;8,4;0,57;;;;;;;;165,133563;-20,814836;
2990;nc_pippn;NC051768;Moraceae;Ficus;Ficus racemigera;Tiwae;;plot_100x100;10;2013;;12,7;;0,58;;;;;;;;165,133563;-20,814836;
592;nc_pippn;NC053762;Moraceae;Ficus;Ficus racemigera;Bouirou;;plot_100x100;1;2014;;32,5;17,6;0,49;;;;;;;0,8;165,545395;-21,416931;
596;nc_pippn;NC053777;Moraceae;Ficus;Ficus racemigera;Bouirou;;plot_100x100;1;2014;;24,5;;0,51;;;;;;;0,7;165,545395;-21,416931;
623;nc_pippn;NC053955;Moraceae;Ficus;Ficus racemigera;Bouirou;;plot_100x100;1;2014;;27,7;20,5;0,49;;;;;;;1;165,545395;-21,416931;
645;nc_pippn;NC054066;Moraceae;Ficus;Ficus racemigera;Bouirou;;plot_100x100;1;2014;Fruits;23,2;;0,46;;;;;;;0,6;165,545395;-21,416931;
1277;nc_pippn;FBA01284;Moraceae;Ficus;Ficus versicolor;FBA_027_KP;;circle_R11,28;3;2018;;10,5;;0,44;;;63,6;12,5;422,6;;1;164,92463;-20,98198;
1286;nc_pippn;FBA01314;Moraceae;Ficus;Ficus versicolor;FBA_028_KP;;circle_R11,28;3;2018;;15,3;;0,54;;;29;14,1;379,6;;2;164,926459;-20,981608;
1289;nc_pippn;FBA01327;Moraceae;Ficus;Ficus versicolor;FBA_029_KP;;circle_R11,28;3;2018;;10,5;;0,6;;;39,1;17,6;347,9;;1;164,92438;-20,983092;
1290;nc_pippn;FBA01328;Moraceae;Ficus;Ficus versicolor;FBA_029_KP;;circle_R11,28;3;2018;;16,2;;0,6;;;;;;;1;164,92438;-20,983092;
1291;nc_pippn;FBA01335;Moraceae;Ficus;Ficus versicolor;FBA_029_KP;;circle_R11,28;3;2018;;11,5;;0,49;;;36,7;17,8;336,3;;1;164,92438;-20,983092;
454;nc_pippn;NC048431;Moraceae;Ficus;Ficus versicolor;Ateou;;plot_100x100;9;2013;;12,7;;0,57;;;;;;;;164,920329;-20,950637;
513;nc_pippn;NC048935;Moraceae;Ficus;Ficus versicolor;Ateou;;plot_100x100;9;2013;;22,9;;0,52;;;;;;;;164,920329;-20,950637;
515;nc_pippn;NC048954;Moraceae;Ficus;Ficus versicolor;Ateou;;plot_100x100;9;2013;;19,4;;0,48;;;;;;;;164,920329;-20,950637;
517;nc_pippn;NC048968;Moraceae;Ficus;Ficus versicolor;Ateou;;plot_100x100;9;2013;;26,7;16,3;0,5;;;;;;;;164,920329;-20,950637;
518;nc_pippn;NC048973;Moraceae;Ficus;Ficus versicolor;Ateou;;plot_100x100;9;2013;;44,6;;0,51;;;;;;;;164,920329;-20,950637;
519;nc_pippn;NC048975;Moraceae;Ficus;Ficus versicolor;Ateou;;plot_100x100;9;2013;;18,5;10,8;0,49;;;;;;;;164,920329;-20,950637;
307;nc_pippn;NC063850;Moraceae;Ficus;Ficus vieillardiana;Arago;;plot_100x100;6;2015;;16,9;;0,53;;;;;;;;165,476563;-21,241476;
309;nc_pippn;NC063965;Moraceae;Ficus;Ficus vieillardiana;Arago;;plot_100x100;6;2015;;10,5;;0,51;;;;;;;;165,476563;-21,241476;
310;nc_pippn;NC063967;Moraceae;Ficus;Ficus vieillardiana;Arago;;plot_100x100;6;2015;;22,6;;0,52;;;;;;;;165,476563;-21,241476;
312;nc_pippn;NC063994;Moraceae;Ficus;Ficus vieillardiana;Arago;;plot_100x100;6;2015;;11,6;;0,53;;;;;;;;165,476563;-21,241476;
313;nc_pippn;NC064024;Moraceae;Ficus;Ficus vieillardiana;Arago;;plot_100x100;6;2015;;18,3;;0,55;;;;;;;;165,476563;-21,241476;
1276;nc_pippn;FBA01283;Moraceae;Ficus;Ficus virens;FBA_027_KP;;circle_R11,28;3;2018;;41,4;;0,53;;;;;;;4;164,92463;-20,98198;
1328;nc_pippn;FBA03135;Moraceae;Ficus;Ficus virens;FBA_037_KP;;circle_R11,28;4;2018;;19,4;;0,52;;;24,3;9,5;406;;9;165,065329;-21,140126;
1667;nc_pippn;NC060101;Moraceae;Ficus;Ficus virens var, dispersa;Gohapin;;plot_100x100;3;2015;;15,3;;0,42;;;;;;;;165,240768;-21,257128;
1668;nc_pippn;NC060101;Moraceae;Ficus;Ficus virens var, dispersa;Gohapin;;plot_100x100;12;2015;;15,3;;0,42;;;;;;;;165,240768;-21,257128;
1675;nc_pippn;NC060151;Moraceae;Ficus;Ficus virens var, dispersa;Gohapin;;plot_100x100;3;2015;;30,4;;0,52;;;;;;;;165,240768;-21,257128;
1688;nc_pippn;NC060273;Moraceae;Ficus;Ficus virens var, dispersa;Gohapin;;plot_100x100;3;2015;;24,8;;0,41;;;;;;;;165,240768;-21,257128;
1700;nc_pippn;NC060409;Moraceae;Ficus;Ficus virens var, dispersa;Gohapin;;plot_100x100;3;2015;;19,4;;0,37;;;;;;;;165,240768;-21,257128;
1715;nc_pippn;NC060531;Moraceae;Ficus;Ficus virens var, dispersa;Gohapin;;plot_100x100;3;2015;;15,6;;0,39;;;;;;;;165,240768;-21,257128;
1428;nc_pippn;FBA05025;Moraceae;Ficus;Ficus virgata;FBA_093_KP;;circle_R11,28;4;2018;;26,7;;0,37;;;27;22,1;298,2;;;165,066745;-21,10925;
1938;nc_pippn;NC068382;Rutaceae;Flindersia;Flindersia fournieri;Grand Lac;;plot_100x100;5;2016;;56,7;;0,66;;;;;;;;166,903919;-22,274947;
1949;nc_pippn;NC068407;Rutaceae;Flindersia;Flindersia fournieri;Grand Lac;;plot_100x100;5;2016;;50;;0,78;;;;;;;;166,903919;-22,274947;
1974;nc_pippn;NC068504;Rutaceae;Flindersia;Flindersia fournieri;Grand Lac;;plot_100x100;5;2016;;28,8;;0,66;;;;;;;;166,903919;-22,274947;
2062;nc_pippn;NC069035;Rutaceae;Flindersia;Flindersia fournieri;Grand Lac;;plot_100x100;5;2016;;13,4;;0,7;;;;;;;;166,903919;-22,274947;
2089;nc_pippn;NC069347;Rutaceae;Flindersia;Flindersia fournieri;Grand Lac;;plot_100x100;5;2016;;22,9;;0,71;;;;;;;;166,903919;-22,274947;
;cirad_wdd;;Rutaceae;Flindersia;Flindersia fournieri;;;;;;;;;0,53;0,48;30;;;;;;;;
;cirad_wdd;;Rutaceae;Flindersia;Flindersia fournieri;;;;;;;;;0,58;0,52;32;;;;;;;;
;cirad_wdd;;Rutaceae;Flindersia;Flindersia fournieri;;;;;;;;;0,62;0,46;37;;;;;;;;
1134;nc_pippn;FBA00678;Euphorbiaceae;Fontainea;Fontainea pancheri;FBA_007_KP;;circle_R11,28;3;2018;;13,1;8,5;0,82;;;13,6;7,5;403,5;;3,5;164,960402;-21,174295;
1179;nc_pippn;FBA00810;Euphorbiaceae;Fontainea;Fontainea pancheri;FBA_012_KP;;circle_R11,28;3;2018;;23,9;7,1;0,86;;;22,3;9,3;372,4;;5;165,001902;-21,099598;
1180;nc_pippn;FBA00812;Euphorbiaceae;Fontainea;Fontainea pancheri;FBA_012_KP;;circle_R11,28;3;2018;;18,5;6,5;0,81;;;22,4;8,5;434,6;;5;165,001902;-21,099598;
1181;nc_pippn;FBA00814;Euphorbiaceae;Fontainea;Fontainea pancheri;FBA_012_KP;;circle_R11,28;3;2018;;21,6;5;0,79;;;31,6;10,2;379,7;;4;165,001902;-21,099598;
1183;nc_pippn;FBA00819;Euphorbiaceae;Fontainea;Fontainea pancheri;FBA_012_KP;;circle_R11,28;3;2018;;19,4;7;0,77;;;26,9;9,9;396,7;;5,5;165,001902;-21,099598;
360;nc_pippn;NC048059;Clusiaceae;Garcinia;Garcinia;Ateou;;plot_100x100;9;2013;;11,1;;0,7;;;;;;;;164,920329;-20,950637;
386;nc_pippn;NC048156;Clusiaceae;Garcinia;Garcinia;Ateou;;plot_100x100;9;2013;;12,1;;0,68;;;;;;;;164,920329;-20,950637;
396;nc_pippn;NC048179;Clusiaceae;Garcinia;Garcinia;Ateou;;plot_100x100;9;2013;;11,1;;0,68;;;;;;;;164,920329;-20,950637;
2329;nc_pippn;KB00635;Clusiaceae;Garcinia;Garcinia amplexicaulis;KB37-100;;circle_R11,28;11;2021;;10;;0,52;;;56,8;2,6;396,8;;;166,961322;-22,224598;
;occ_gps;TF0135;Clusiaceae;Garcinia;Garcinia amplexicaulis;;Bois du Sud;;10;2023;Boutons;10,3;;;;;128;2,7;370,7;;;166,762962;-22,173515;
;occ_gps;TF0136;Clusiaceae;Garcinia;Garcinia amplexicaulis;;Bois du Sud;;10;2023;Boutons;10,3;;;;;86,7;3,2;393,3;;;166,762945;-22,173595;
;occ_gps;TF0137;Clusiaceae;Garcinia;Garcinia amplexicaulis;;Bois du Sud;;10;2023;Boutons;8,1;;;;;148,7;3,3;372,2;;;166,763055;-22,173484;
;occ_gps;TF0154;Clusiaceae;Garcinia;Garcinia amplexicaulis;;Bois du Sud;;10;2023;;12,5;;0,72;;;142,8;3,6;333;;;166,762379;-22,173435;
778;nc_pippn;NC065109;Clusiaceae;Garcinia;Garcinia balansae;Col d'Amoss;;plot_100x100;10;2016;;17,7;;0,83;;;;;;;;164,437874;-20,306023;
779;nc_pippn;NC065115;Clusiaceae;Garcinia;Garcinia balansae;Col d'Amoss;;plot_100x100;10;2016;;22,8;;0,88;;;;;;;;164,437874;-20,306023;
804;nc_pippn;NC065633;Clusiaceae;Garcinia;Garcinia balansae;Col d'Amoss;;plot_100x100;10;2016;;15,4;;0,85;;;;;;;;164,437874;-20,306023;
807;nc_pippn;NC065675;Clusiaceae;Garcinia;Garcinia balansae;Col d'Amoss;;plot_100x100;10;2016;;31,8;14,3;0,81;;;;;;;;164,437874;-20,306023;
828;nc_pippn;NC066078;Clusiaceae;Garcinia;Garcinia balansae;Col d'Amoss;;plot_100x100;10;2016;;25,1;;0,85;;;;;;;;164,437874;-20,306023;
1905;nc_pippn;NC068255;Clusiaceae;Garcinia;Garcinia balansae;Grand Lac;;plot_100x100;5;2016;;18,5;;0,81;;;;;;;;166,903919;-22,274947;
1950;nc_pippn;NC068408;Clusiaceae;Garcinia;Garcinia balansae;Grand Lac;;plot_100x100;5;2016;;23,3;;0,82;;;;;;;;166,903919;-22,274947;
1977;nc_pippn;NC068521;Clusiaceae;Garcinia;Garcinia balansae;Grand Lac;;plot_100x100;5;2016;;15;;0,86;;;;;;;;166,903919;-22,274947;
2014;nc_pippn;NC068636;Clusiaceae;Garcinia;Garcinia balansae;Grand Lac;;plot_100x100;5;2016;;15,8;;0,83;;;;;;;;166,903919;-22,274947;
;nc_pippn;NC068636;Clusiaceae;Garcinia;Garcinia balansae;Grand Lac;;plot_100x100;7;2023;;;;;;;18,1;5,2;492,4;;;166,903919;-22,274947;
2036;nc_pippn;NC068901;Clusiaceae;Garcinia;Garcinia balansae;Grand Lac;;plot_100x100;5;2016;;14;;0,82;;;;;;;;166,903919;-22,274947;
;occ_gps;TF0052;Clusiaceae;Garcinia;Garcinia balansae;;Ngo;;7;2023;;23,2;;;;;13,7;5;483;;;166,714841;-22,300538;
;occ_gps;TF0054;Clusiaceae;Garcinia;Garcinia balansae;;Ngo;;7;2023;;15,4;;;;;18,5;5,5;483,7;;;166,715025;-22,300638;
1439;nc_pippn;NC047026;Clusiaceae;Garcinia;Garcinia densiflora;Forêt Plate P12;;plot_100x100;5;2013;;39,5;11,7;0,56;;;;;;;2,4;165,120361;-21,148142;
1458;nc_pippn;NC047073;Clusiaceae;Garcinia;Garcinia densiflora;Forêt Plate P12;;plot_100x100;5;2013;Fleurs;25,1;;0,68;;;;;;;1;165,120361;-21,148142;
1484;nc_pippn;NC047127;Clusiaceae;Garcinia;Garcinia densiflora;Forêt Plate P12;;plot_100x100;5;2013;;46,5;25;0,64;;;;;;;1;165,120361;-21,148142;
1495;nc_pippn;NC047150;Clusiaceae;Garcinia;Garcinia densiflora;Forêt Plate P12;;plot_100x100;5;2013;;29,6;;0,59;;;;;;;1,5;165,120361;-21,148142;
1523;nc_pippn;NC047226;Clusiaceae;Garcinia;Garcinia densiflora;Forêt Plate P12;;plot_100x100;5;2013;;36,3;;0,53;;;;;;;1,9;165,120361;-21,148142;
529;nc_pippn;NC049089;Clusiaceae;Garcinia;Garcinia densiflora;Ateou;;plot_100x100;9;2013;;13,7;8,8;0,71;;;;;;;;164,920329;-20,950637;
2910;nc_pippn;NC051320;Clusiaceae;Garcinia;Garcinia densiflora;Tiwae;;plot_100x100;10;2013;;21;9,7;0,69;;;;;;;;165,133563;-20,814836;
2923;nc_pippn;NC051385;Clusiaceae;Garcinia;Garcinia densiflora;Tiwae;;plot_100x100;10;2013;Boutons;17,8;11,7;0,72;;;;;;;;165,133563;-20,814836;
3013;nc_pippn;NC051870;Clusiaceae;Garcinia;Garcinia densiflora;Tiwae;;plot_100x100;10;2013;;17,5;13,3;0,74;;;;;;;;165,133563;-20,814836;
3027;nc_pippn;NC051962;Clusiaceae;Garcinia;Garcinia densiflora;Tiwae;;plot_100x100;10;2013;;15;;0,75;;;;;;;;165,133563;-20,814836;
3063;nc_pippn;NC052124;Clusiaceae;Garcinia;Garcinia densiflora;Tiwae;;plot_100x100;10;2013;;17,2;;0,74;;;;;;;;165,133563;-20,814836;
933;nc_pippn;NC052678;Clusiaceae;Garcinia;Garcinia densiflora;Djeve;;plot_100x100;11;2013;;22,3;9,3;0,71;;;;;;;;165,434952;-21,226105;
973;nc_pippn;NC052833;Clusiaceae;Garcinia;Garcinia densiflora;Djeve;;plot_100x100;11;2013;;19,1;9,2;0,73;;;;;;;;165,434952;-21,226105;
979;nc_pippn;NC052875;Clusiaceae;Garcinia;Garcinia densiflora;Djeve;;plot_100x100;11;2013;;17,2;;0,71;;;;;;;;165,434952;-21,226105;
1032;nc_pippn;NC053320;Clusiaceae;Garcinia;Garcinia densiflora;Djeve;;plot_100x100;11;2013;;13,4;;0,7;;;;;;;;165,434952;-21,226105;
2216;nc_pippn;KB00062;Clusiaceae;Garcinia;Garcinia hennecartii;KB22-20;;circle_R11,28;11;2020;;12,1;;0,74;;;16,9;3,5;431,9;;;166,955502;-22,219363;
2270;nc_pippn;KB00129;Clusiaceae;Garcinia;Garcinia hennecartii;KB32-40;;circle_R11,28;11;2020;;13,4;;0,71;;;10,2;3,9;428,9;;;166,955653;-22,220109;
2271;nc_pippn;KB00132;Clusiaceae;Garcinia;Garcinia hennecartii;KB32-40;;circle_R11,28;11;2020;;13,4;;0,68;;;10,8;3,7;427,8;;;166,955653;-22,220109;
2244;nc_pippn;KB00481;Clusiaceae;Garcinia;Garcinia hennecartii;KB29-40;;circle_R11,28;11;2021;;30,4;;0,71;;;12,3;3,4;439,9;;;166,953707;-22,222168;
2332;nc_pippn;KB00560;Clusiaceae;Garcinia;Garcinia hennecartii;KB38-100;;circle_R11,28;11;2021;;12,3;;0,72;;;19,2;4,3;416,7;;;166,960466;-22,223499;
2342;nc_pippn;KB00582;Clusiaceae;Garcinia;Garcinia hennecartii;KB38-100;;circle_R11,28;11;2021;;10,5;;0,69;;;12,5;4,1;422,1;;;166,960466;-22,223499;
2156;nc_pippn;KB00843;Clusiaceae;Garcinia;Garcinia hennecartii;KB08-10;;circle_R11,28;11;2021;;18;;0,74;;;8,7;3,9;437,8;;;166,953466;-22,222244;
2157;nc_pippn;KB00849;Clusiaceae;Garcinia;Garcinia hennecartii;KB08-10;;circle_R11,28;11;2021;;10,8;;0,6;;;13,5;3;500,8;;;166,953466;-22,222244;
2162;nc_pippn;KB00874;Clusiaceae;Garcinia;Garcinia hennecartii;KB08-10;;circle_R11,28;11;2021;;10;;0,55;;;;;;;;166,953466;-22,222244;
;nc_pippn;ADM1024;Clusiaceae;Garcinia;Garcinia neglecta;PMBT010;;circle_R11,28;5;2022;;7,6;;;;;29,1;14,3;265,6;;;164,953979;-21,17061;projet admire pmbt
;nc_pippn;ADM2463;Clusiaceae;Garcinia;Garcinia neglecta;PMBT001;;circle_R11,28;5;2022;;16,6;;;;;16,8;5,4;443,4;;;164,963608;-21,17313;projet admire pmbt
1060;nc_pippn;FBA00483;Clusiaceae;Garcinia;Garcinia neglecta;FBA_002_KP;;circle_R11,28;3;2018;;12,4;7,7;0,71;;;22,5;11,3;318,7;;8,5;164,947211;-21,171955;
1063;nc_pippn;FBA00489;Clusiaceae;Garcinia;Garcinia neglecta;FBA_002_KP;;circle_R11,28;3;2018;;22,3;6,9;0,72;;;33,8;12,3;296,9;;7,5;164,947211;-21,171955;
1067;nc_pippn;FBA00494;Clusiaceae;Garcinia;Garcinia neglecta;FBA_002_KP;;circle_R11,28;3;2018;;25,8;9,2;0,71;;;23,1;9;314,4;;6;164,947211;-21,171955;
2866;nc_pippn;NC051117;Clusiaceae;Garcinia;Garcinia neglecta;Tiwae;;plot_100x100;10;2013;;32,1;16;0,72;;;;;;;;165,133563;-20,814836;
2873;nc_pippn;NC051153;Clusiaceae;Garcinia;Garcinia neglecta;Tiwae;;plot_100x100;10;2013;;24,8;12,4;0,7;;;;;;;;165,133563;-20,814836;
2880;nc_pippn;NC051196;Clusiaceae;Garcinia;Garcinia neglecta;Tiwae;;plot_100x100;10;2013;;13,1;10,2;0,71;;;;;;;;165,133563;-20,814836;
2908;nc_pippn;NC051307;Clusiaceae;Garcinia;Garcinia neglecta;Tiwae;;plot_100x100;10;2013;;20,7;;0,72;;;;;;;;165,133563;-20,814836;
2932;nc_pippn;NC051406;Clusiaceae;Garcinia;Garcinia neglecta;Tiwae;;plot_100x100;10;2013;;19,1;;0,81;;;;;;;;165,133563;-20,814836;
903;nc_pippn;NC052567;Clusiaceae;Garcinia;Garcinia neglecta;Djeve;;plot_100x100;11;2013;;26,1;22,7;0,71;;;;;;;;165,434952;-21,226105;
943;nc_pippn;NC052707;Clusiaceae;Garcinia;Garcinia neglecta;Djeve;;plot_100x100;11;2013;;18,8;8,8;0,69;;;;;;;;165,434952;-21,226105;
965;nc_pippn;NC052766;Clusiaceae;Garcinia;Garcinia neglecta;Djeve;;plot_100x100;11;2013;;19,1;13,9;0,71;;;;;;;;165,434952;-21,226105;
989;nc_pippn;NC052918;Clusiaceae;Garcinia;Garcinia neglecta;Djeve;;plot_100x100;11;2013;;11,5;;0,7;;;;;;;;165,434952;-21,226105;
997;nc_pippn;NC052981;Clusiaceae;Garcinia;Garcinia neglecta;Djeve;;plot_100x100;11;2013;;20,1;;0,66;;;;;;;;165,434952;-21,226105;
1029;nc_pippn;NC053279;Clusiaceae;Garcinia;Garcinia neglecta;Djeve;;plot_100x100;11;2013;;11,5;;0,7;;;;;;;;165,434952;-21,226105;
256;nc_pippn;NC063230;Clusiaceae;Garcinia;Garcinia neglecta;Arago;;plot_100x100;6;2015;;14,5;;0,69;;;;;;;;165,476563;-21,241476;
260;nc_pippn;NC063267;Clusiaceae;Garcinia;Garcinia neglecta;Arago;;plot_100x100;6;2015;;12,2;;0,71;;;;;;;;165,476563;-21,241476;
266;nc_pippn;NC063336;Clusiaceae;Garcinia;Garcinia neglecta;Arago;;plot_100x100;6;2015;;11,6;;0,65;;;;;;;;165,476563;-21,241476;
269;nc_pippn;NC063356;Clusiaceae;Garcinia;Garcinia neglecta;Arago;;plot_100x100;6;2015;;12,7;;0,65;;;;;;;;165,476563;-21,241476;
1831;nc_pippn;NC068012;Clusiaceae;Garcinia;Garcinia neglecta;Grand Lac;;plot_100x100;5;2016;;30;;0,78;;;;;;;;166,903919;-22,274947;
1851;nc_pippn;NC068067;Clusiaceae;Garcinia;Garcinia neglecta;Grand Lac;;plot_100x100;5;2016;;20,7;;0,7;;;;;;;;166,903919;-22,274947;
1867;nc_pippn;NC068110;Clusiaceae;Garcinia;Garcinia neglecta;Grand Lac;;plot_100x100;5;2016;;24,5;16,2;0,65;;;;;;;;166,903919;-22,274947;
1895;nc_pippn;NC068210;Clusiaceae;Garcinia;Garcinia neglecta;Grand Lac;;plot_100x100;5;2016;;20,4;12,4;0,71;;;;;;;;166,903919;-22,274947;
2039;nc_pippn;NC068910;Clusiaceae;Garcinia;Garcinia neglecta;Grand Lac;;plot_100x100;5;2016;;21,6;;0,67;;;;;;;;166,903919;-22,274947;
;occ_near_plot;NP0057;Clusiaceae;Garcinia;Garcinia pedicellata;;Lifou, Siloam autour de la parcelle 1ha;;11;2025;;;;0,69;;;;;;;;164,991107;-20,907696;
;occ_near_plot;NP0061;Clusiaceae;Garcinia;Garcinia pedicellata;;Lifou, Siloam autour de la parcelle 1ha;;11;2025;;;;0,73;;;;;;;;164,991107;-20,907696;
;occ_near_plot;NP0069;Clusiaceae;Garcinia;Garcinia pedicellata;;Lifou, Siloam autour de la parcelle 1ha;;11;2025;;;;0,6;;;;;;;;164,991107;-20,907696;
;occ_near_plot;NP0070;Clusiaceae;Garcinia;Garcinia pedicellata;;Lifou, Siloam autour de la parcelle 1ha;;11;2025;;;;0,67;;;;;;;;164,991107;-20,907696;
;occ_near_plot;NP0072;Clusiaceae;Garcinia;Garcinia pedicellata;;Lifou, Siloam autour de la parcelle 1ha;;11;2025;;;;0,69;;;;;;;;164,991107;-20,907696;
;nc_pippn;ADM2523;Clusiaceae;Garcinia;Garcinia puat;PMBT001;;circle_R11,28;5;2022;;21;;;;;20,7;4,8;464,7;;;164,963608;-21,17313;projet admire pmbt
;nc_pippn;ADM4134;Clusiaceae;Garcinia;Garcinia puat;PMBT04;;circle_R11,28;5;2022;;13,1;;;;;26,1;6,3;341,5;;;164,965515;-21,172663;projet admire pmbt
;nc_pippn;ADM4156;Clusiaceae;Garcinia;Garcinia puat;PMBT04;;circle_R11,28;5;2022;;28,3;;;;;21,9;6,1;371,4;;;164,965515;-21,172663;projet admire pmbt
1223;nc_pippn;FBA02324;Clusiaceae;Garcinia;Garcinia puat;FBA_016_TC;;circle_R11,28;3;2018;;11,5;;0,62;;;;;;;;165,312046;-21,018055;
2457;nc_pippn;NC045155;Clusiaceae;Garcinia;Garcinia puat;Laguen;;plot_100x100;2;2013;;12,7;8,8;0,65;;;;;;;;164,780212;-20,62504;
2463;nc_pippn;NC045216;Clusiaceae;Garcinia;Garcinia puat;Laguen;;plot_100x100;2;2013;;12,4;5,1;0,65;;;;;;;;164,780212;-20,62504;
2519;nc_pippn;NC045737;Clusiaceae;Garcinia;Garcinia puat;Laguen;;plot_100x100;2;2013;;14,3;6,3;0,61;;;;;;;;164,780212;-20,62504;
2522;nc_pippn;NC045774;Clusiaceae;Garcinia;Garcinia puat;Laguen;;plot_100x100;2;2013;;12,7;4,2;0,56;;;;;;;;164,780212;-20,62504;
2525;nc_pippn;NC045786;Clusiaceae;Garcinia;Garcinia puat;Laguen;;plot_100x100;2;2013;;15;6,8;0,69;;;;;;;;164,780212;-20,62504;
1555;nc_pippn;NC047330;Clusiaceae;Garcinia;Garcinia puat;Forêt Plate P12;;plot_100x100;5;2013;;9,2;;0,78;;;;;;;;165,120361;-21,148142;
1560;nc_pippn;NC047346;Clusiaceae;Garcinia;Garcinia puat;Forêt Plate P12;;plot_100x100;5;2013;;54,4;18;0,63;;;;;;;;165,120361;-21,148142;
1565;nc_pippn;NC047362;Clusiaceae;Garcinia;Garcinia puat;Forêt Plate P12;;plot_100x100;5;2013;;27,1;12,4;0,61;;;;;;;;165,120361;-21,148142;
1570;nc_pippn;NC047382;Clusiaceae;Garcinia;Garcinia puat;Forêt Plate P12;;plot_100x100;5;2013;;68,1;14,6;0,6;;;;;;;;165,120361;-21,148142;
364;nc_pippn;NC048069;Clusiaceae;Garcinia;Garcinia puat;Ateou;;plot_100x100;9;2013;;10,2;;0,7;;;;;;;;164,920329;-20,950637;
371;nc_pippn;NC048097;Clusiaceae;Garcinia;Garcinia puat;Ateou;;plot_100x100;9;2013;;15,3;16,4;0,67;;;;;;;;164,920329;-20,950637;
